PLAY "Jouer"
ARCHERY_MINION_ACTIVITY "Tir à l'arc"
CRAFT_MINION_ACTIVITY "Fabrique"
STUDY_MINION_ACTIVITY "Étudie"
POETRY_MINION_ACTIVITY "Beaux-arts"
MINION_ABUSE_MINION_ACTIVITY "Maltraite des sbires"
COPULATE_MINION_ACTIVITY "Copule"
SPIDER_MINION_ACTIVITY "Tisse des toiles"
GUARDING1_MINION_ACTIVITY "Zone de garde 1"
GUARDING2_MINION_ACTIVITY "Zone de garde 2"
GUARDING3_MINION_ACTIVITY "Zone de garde 3"
DISTILLATION_MINION_ACTIVITY "Distille"
BE_WHIPPED_MINION_ACTIVITY "Est fouetté"
BE_TORTURED_MINION_ACTIVITY "Est torturé"
BE_EXECUTED_MINION_ACTIVITY "Est exécuté"
BE_COOKED_MINION_ACTIVITY "Est cuisiné"
PHYLACTERY_MINION_ACTIVITY "Phylactère"
PREACHING_MINION_ACTIVITY "Célèbre la messe"
MASS_MINION_ACTIVITY "Assiste à la messe"
PRAYER_MINION_ACTIVITY "Prie"
HEARING_CONFESSION_MINION_ACTIVITY "Écoute les confessions"
CONFESSION_MINION_ACTIVITY "Se confesse"

DUNGEON_LEVEL_REQUIREMENT "Nécessite au moins le niveau {1}"
AN_ALARM_SOUNDS_NEAR_YOU "Une alarme retentit près de toi."
AN_ALARM_SOUNDS_IN_THE "Une alarme retentit dans {1}."

NORTH "nord"
SOUTH "sud"
EAST "est"
WEST "ouest"
NORTH_EAST "nord-est"
NORTH_WEST "nord-ouest"
SOUTH_EAST "sud-est"
SOUTH_WEST "sud-ouest"

YOU_DONT_HAVE_ENOUGH_GOLD "Tu n'as pas assez d'or pour payer."
YOU_DONT_HAVE_ENOUGH_GOLD_FOR_EVERYTHING "Tu n'as pas assez d'or pour tout payer."
CANT_ATTACK_WHILE_PEACEFUL "Tu sens que faire ceci va à l'encontre de tes croyances."
EXCUSE_ME "Excuse-moi !"
BUT_WAIT "Mais attends !"
THE_ATTACK_IS_HARMLESS "L'attaque est inoffensive."
IS_NOT_HARMED_BY_FIRE "{1} n'est pas blessé par le feu."
IS_NOT_HARMED_BY_COLD "{1} n'est pas blessé par le froid."
IS_NOT_HARMED_BY_ACID "{1} n'est pas blessé par l'acide."
YOU_ARE_NOT_HARMED_BY_FIRE "Tu n'es pas blessé par le feu."
YOU_ARE_NOT_HARMED_BY_COLD "Tu n'es pas blessé par le froid."
YOU_ARE_NOT_HARMED_BY_ACID "Tu n'es pas blessé par l'acide."
SURPRISE_EXCLAMATION "Surprise !"
YOU_HEAR_A_CRASH "Tu entends un fracas."
YOU_CUT_TENTACLE "Tu coupes le tentacule du kraken."
YOU_KILL_KRAKEN "Tu as tué le kraken !"
PAY_YOUR_DEBT "\"Paie ta dette ou... !\""
YOU_OWE_ME "\"Reviens, tu me dois {1} d'or !\""
THIEF_THIEF "\"Au voleur, au voleur !\""
IT_WAS_JUST_AN_ILLUSION "Ce n'était qu'une illusion !"
THE_ILLUSION_DISAPPEARS "L'illusion disparaît."
HALLUCINATION_MESSAGE "Le monde explose en couleurs !"
HALLU_WHILE_BLIND_MESSAGE "Tu as l'impression qu'une fête a commencé sans toi."
INVISIBLE_WHILE_BLIND_MESSAGE "Tu te sens comme un enfant à nouveau."
SOMETHING_STINKS_MESSAGE "Quelle odeur !"
PORTAL_INACTIVE "Le portail est inactif. Crée-en un autre pour ouvrir une connexion."
SPELL_DIDNT_WORK "Le sort n'a pas fonctionné."
NOTHING_HAPPENS "Il ne se passe rien"
SUMMON_MINIONS_MESSAGE "Les brebis sont revenues vers le berger."
BAD_STAIRS_MESSAGE "Ces escaliers ne mènent nulle part."
UPLOADING_BUG_REPORT "Téléversement du rapport de bug"
FETCHING_BOARD_CONTENTS "Récupération du contenu du tableau"
GENERATING_MAP "Génération de la carte"
RETIRING_SITE "Retrait du site"
AUTOSAVING "Sauvegarde automatique"
SAVING_GAME "Sauvegarde de la partie"
INITIALIZING_GAME "Initialisation du jeu"
FETCHING_LIST_OF_RETIRED_DUNGEONS "Récupération de la liste des donjons retirés du serveur..."
FETCHING_LIST_OF_ONLINE_MODS "Récupération de la liste des mods en ligne du serveur..."
LOADING_GAME "Chargement de {1}"
DOWNLOADING "Téléchargement de {1}"
UPLOADING "Téléversement de {1}"
CHOOSE_DESTINATION_SITE "Choisis le site de destination :"
MINIONS_LEFT_BEHIND_SUNLIGHT "Ces sbires resteront derrière à cause de la lumière du soleil. Continuer ?"
MINIONS_LEFT_BEHIND_TURNED_OFF "Ces sbires resteront derrière car ils sont désactivés. Continuer ?"
CHOOSE_NEW_TEAM_LEADER "Choisis le nouveau chef de l'équipe :"
ORDER_TEAM_BACK_TO_BASE "Ordonner à l'équipe de retourner à la base"
CHOOSE_MINION_TO_ABSORB "Choisis le sbire à absorber"
CHOOSE_CREATURE_TO_PLACE "Choisis la créature à placer"
ASSIGN_QUARTERS_TO "Assigner ces quartiers à :"
PRISONERS_ESCAPING "Des prisonniers s'échappent !"
ALARM_GOES_OFF "Une alarme se déclenche."
EFFECT_IS_PERMANENT "L'effet est permanent"
DOUBLE_TROUBLE_MESSAGE "Double problème !"
FIRE_SPELL_MESSAGE "Une tour de flammes jaillit du sol !"
YOU_SENSE_BIG_DANGER "Tu ressens un grand danger !"
YOU_SENSE_DANGER "Tu ressens un danger !"
UNNAMED_TRIBE_DESTROYED "Une tribu sans nom a été détruite."
YOU_ARE_A_COWARD "Tu es un lâche !"
YOU_ARE_GOING_TO_REGRET "Tu vas regretter ça."
ATTACKING_IN "Attaque dans {1} tours !"
TOTAL_WEIGHT_LABEL "Poids total : {1}"
CAPACITY_LABEL "Capacité : {1}"
INFINITE_CAPACITY_LABEL "Capacité : illimitée"
RESEARCH_LEVEL "Niveau {1}"
NEXT_LEVEL_PROGRESS "Progression prochain niveau : {1}/{2}"
GRID_POSITION "Position : {1}"
MOD_MADE_BY_STEAM_FRIEND "Par ton ami {1}"
MAIN_VILLAINS_CONQUERED "{1}/{2} vilains principaux conquis"
YOU_ATTACK_TARGET "toi"
LIMITED_TO_N_CREATURES "Limité à {1} créatures."
APPLY_SQUARE_TASK "Interagir avec l'équipement à {1}"
EXPLORE_TASK "Explorer {1}"
GO_TO_TASK "Aller à {1}"
GO_TO_AND_WAIT_TASK "Aller à {1} et attendre"
WAIT_TASK "Attendre {1} tours"
PICK_UP_ITEM_TASK "Ramasser un objet à {1}"
CUT_TREE_TASK "Couper {1} à {2}"
DIG_TASK "Creuser {1} à {2}"
FILL_TASK "Remplir {1} à {2}"
DESTROY_TASK "Détruire {1} à {2}"
BESTIARY_HELP_BUTTON "Bestiaire"
ITEMS_HELP_BUTTON "Objets"
SPELL_SCHOOLS_HELP_BUTTON "Écoles de magie"
MINION_MORALE_HINT "Le moral affecte la productivité des sbires et les chances de fuir le combat."
KILLING_LEADER_HINT "Tuer un chef réduit énormément le moral de sa tribu et arrête l'immigration."
TUTORIAL "tutoriel"
SPELL_RANGE "Portée : {1}"
DRILLING_AUTOMATON_NAME "automate perceur"
AUTOMATON_CORPUS_NAME "corps d'automate"
LIGHT_AUTOMATON_CORPUS_NAME "corps d'automate léger"
HEAVY_AUTOMATON_CORPUS_NAME "corps d'automate lourd"
PREINSTALLED_PARTS "Pièces préinstallées :"
CLEAR_ALL_UPGRADES "Retirer toutes les améliorations"
ADD_TOP_UPGRADES "Ajouter les {1} meilleures améliorations"
USED_SLOTS "Emplacements utilisés : {1}/{2}"
MATERIALIZATION_LABEL "Matérialisation :"
HEALTH_LABEL "Santé :"
SPECIAL_ATTR_BOOST_NAME "{1} bonus {2}"
SPECIAL_ATTR_LOSS_NAME "{1} perte {2}"
SPECIAL_ATTR_BOOST_DESCRIPTION "Augmente {1} de {2} {3}"
SPECIAL_ATTR_LOSS_DESCRIPTION "Diminue {1} de {2} {3}"
NOT_ENOUGH_UPGRADES "Pas assez d'améliorations pour tout le lot. Appliquer seulement à {1} des {2} objets ?"
KILLS_LABEL "{1} victimes"
CONFIRM_FILE_ERASE "Es-tu sûr de vouloir effacer {1} ?"
REQUIRES_MORE_LUXURIOUS_QUARTERS "La créature a besoin de quartiers plus luxueux pour atteindre son plein potentiel."
ENDLESS_ENEMIES_NONE "aucun"
ENDLESS_ENEMIES_FROM_START "dès le début"
ENDLESS_ENEMIES_AFTER_WINNING "après la victoire"
ENEMY_AGGRESSION_NONE "aucune"
ENEMY_AGGRESSION_MODERATE "modérée"
ENEMY_AGGRESSION_EXTREME "extrême"
EXP_INCREASE_MILD "douce"
EXP_INCREASE_NORMAL "normale"
EXP_INCREASE_EXTREME "extrême"
SUBJECT_GENDER "{1}"
NEW_LINE "{1}
{2}"
SETTING_OFF "désactivé"
WITCH_CURSE_SCHOOL "malédictions"
WITCH_POLYMORPH_SCHOOL "changement de forme"
WITCH_ANIMALS_SCHOOL "invocation"
WITCH_ANIMATION_SCHOOL "animation d'objets"

WITCH_CURSE_MESSAGE1 "Tu apprends à lancer la malédiction de la « peste »."
WITCH_CURSE_MESSAGE2 "Tu apprends à lancer la malédiction de la « folie »."
WITCH_CURSE_MESSAGE3 "Tu apprends à lancer la malédiction du « saignement »."
WITCH_CURSE_MESSAGE4 "Tu apprends à lancer la malédiction de la « polymorphie »."

WITCH_POLYMORPH_MESSAGE1 "Tu apprends à prendre la forme d'une jeune femme."
WITCH_POLYMORPH_MESSAGE2 "Tu apprends à prendre la forme d'une stryge."
WITCH_POLYMORPH_MESSAGE3 "Tu apprends à prendre la forme d'une sorcière nocturne."

WITCH_ANIMALS_MESSAGE1 "Tu apprends à invoquer des araignées."
WITCH_ANIMALS_MESSAGE2 "Tu apprends à invoquer des serpents."
WITCH_ANIMALS_MESSAGE3 "Tu apprends à invoquer des lézards."
WITCH_ANIMALS_MESSAGE4 "Tu apprends à invoquer un kraken."

WITCH_ANIMATION_MESSAGE1 "Tu apprends à animer des petits objets."
WITCH_ANIMATION_MESSAGE2 "Tu apprends à animer des objets moyens."
WITCH_ANIMATION_MESSAGE3 "Tu apprends à animer des meubles."
WITCH_ANIMATION_MESSAGE4 "Tu apprends à animer des murs."
TEXT128 "Page non trouvée. Veuillez contacter l'auteur du mod."
TEXT129 "En plus de construire ta forteresse sous la montagne, tu peux aussi construire des bâtiments à l'extérieur. Il est possible que les bâtiments aient plusieurs étages, et il n'y a pas de limite au nombre d'escaliers que tu peux construire entre les soi-disant niveaux Z."
TEXT130 "1. Pour commencer, désigne un « intérieur de bâtiment » quelque part à l'extérieur."
TEXT131 "Une fois construite, cette zone est considérée comme couverte et tu peux y placer toutes les constructions et meubles habituels. Tu peux aussi l'entourer de murs, mais ce n'est pas obligatoire."
TEXT132 "2. Construis maintenant des « Escaliers vers le haut » quelque part à l'intérieur de ton nouveau bâtiment et tu obtiendras l'accès à un nouveau niveau Z au-dessus du niveau actuel. Il y a plusieurs façons de déplacer la carte jusqu'à lui. Utilise Ctrl + molette de la souris, ou clique sur les escaliers eux-mêmes, ou utilise le menu des niveaux Z sous la minicarte. Tu peux aussi utiliser les touches , et . ou contrôler un sbire et monter manuellement."
TEXT133 "Note que tu peux aussi utiliser le menu des niveaux Z et le raccourci Ctrl + molette de la souris en mode de contrôle pour que ton sbire voyage automatiquement entre les niveaux Z."
TEXT134 "3. Place un intérieur de bâtiment sur le sol de ton nouveau niveau pour y construire quelque chose. Observe aussi que la topographie du niveau s'étend sur plusieurs niveaux Z, et tu peux accéder à de nouvelles ressources et autres récompenses en explorant « vers le haut »."
TEXT135 "Monter des destriers peut améliorer les compétences de combat de tes sbires, leur permettre de gagner en vitesse ou de se déplacer sur des terrains inaccessibles."
TEXT136 "1. Procure-toi quelques créatures montables, comme des chevaux, des loups ou un dragon. Tu peux identifier les montures par leur statut « monture »."
TEXT137 "2. Tu auras besoin d'un sbire qui puisse monter. Il est très probable que ton Gardien puisse le faire selon sa classe."
TEXT138 "3. Assigne la monture à ton cavalier. Tu peux le faire dans la liste d'équipement du menu du sbire. Il est possible qu'une monture ait déjà été assignée automatiquement."
TEXT139 "Note qu'un cavalier ne peut monter que des créatures de taille compatible. Les grandes créatures peuvent monter des montures grandes et énormes, tandis que les créatures de taille moyenne et petite ne peuvent monter que des montures exactement de leur taille. Par exemple, la plupart des humains monteront des chevaux et des dragons, les gobelins monteront des loups, et les diablotins monteront des chauves-souris et des lapins."
TEXT140 "4. Le cavalier montera désormais toujours sa monture en quittant ta base. En mode tour par tour, tu peux monter manuellement en appuyant sur 'm' ou en faisant un clic droit sur ta monture et en choisissant « monter »."
TEXT141 "Selon la configuration de ta partie, la plupart de tes ennemis et alliés seront probablement situés loin de ta base."
TEXT142 "TBF"
TEXT143 "La quantité de dégâts qu'une créature reçoit au combat dépend de sa valeur de défense, de la valeur de l'attaque et de certains modificateurs. Différents types d'attaque utilisent différents attributs comme base : la plupart des combats au corps à corps utilisent l'attribut de dégâts, les attaques à distance utilisent les dégâts à distance et les attaques magiques utilisent les dégâts de sort."
TEXT144 "Une fois la valeur d'attaque connue, des bonus spéciaux d'attaque sont appliqués. Par exemple, certaines créatures ont une attaque plus élevée quand elles sont ivres ou contre certains ennemis, comme les morts-vivants. Ces bonus apparaissent toujours dans la description de la créature."
TEXT145 "La victime utilise l'attribut de défense comme sa valeur de base de défense, et de la même manière nous appliquons tout bonus spécial de défense que la créature possède. Ensuite, nous multiplions ou divisons la valeur par 1.3 si la créature est résistante ou vulnérable au type d'attaque. Par exemple, avec une résistance magique, ta défense est 30% plus élevée contre les attaques magiques."
TEXT146 "Nous calculons aussi un multiplicateur de débordement selon le nombre d'ennemis qui encerclent la créature. Pour chaque ennemi, la valeur finale de défense est divisée par 1.07. Ceci est contré par l'attribut de parade, qui augmente avec les boucliers."
TEXT147 "Avec les valeurs finales d'attaque et de défense, nous les divisons l'une par l'autre et appliquons une courbe de dégâts qui détermine finalement combien de santé la victime perd."
TEXT148 "Comme tu peux le voir, tu perdras toute ta santé si l'attaque est 2.2 fois plus forte que ta défense, 12% si elles sont égales, et l'attaque sera inoffensive si elle équivaut à 0.6 de la valeur de défense ou moins."
TEXT149 "Ce qui se passe ensuite dépend beaucoup de la victime. Les créatures faites de chair, de feu ou d'esprit ont un compteur normal de santé duquel les dégâts sont soustraits. D'autres créatures, comme les morts-vivants, les golems et les automates, ont une probabilité de perdre un membre ou de s'effondrer selon l'ampleur des dégâts, mais le jeu ne suit pas leur santé directement."
TEXT150 "Configurer des zones de garde te permet de placer tes sbires à des endroits spécifiques pour surveiller d'éventuels envahisseurs."
TEXT151 "1. Choisis une des trois couleurs de zone de garde et place-la sur la carte. Tu dois placer une seule case pour chaque sbire que tu attends en faction."
TEXT152 "2. Choisis le type de sbires qui s'occuperont de cette couleur de zone de garde. Le plus simple est de sélectionner un groupe complet, comme tous les guerriers gobelins ou tous les nains de corps à corps. Va dans le menu d'un des sbires, sélectionne son activité et active l'activité de zone de garde choisie pour tout le groupe."
TEXT153 "Maintenant, les activités de ce groupe incluent la garde. Cela fonctionne mieux si le groupe est beaucoup plus grand que le nombre de postes de garde placés, car ils pourront se relayer et effectuer aussi d'autres activités."
TEXT154 "Veux-tu renforcer ta main-d'œuvre ou convertir des ennemis pour qu'ils combattent à tes côtés ? Tu peux le faire en capturant des créatures ennemies."
TEXT155 "1. Fais un clic droit sur un ennemi et active l'ordre de capture. Tu remarqueras que la couleur de sa barre de santé devient blanche."
TEXT156 "2. Combats l'ennemi jusqu'à l'étourdir. Note que certaines créatures sont résistantes à la capture et sont beaucoup plus difficiles à capturer qu'à tuer."
TEXT157 "3. De retour en mode temps réel, tu trouveras la créature étourdie dans ta liste d'immigration. Clique dessus pour l'asservir."
TEXT158 "4. Ton prisonnier renforce maintenant ta main-d'œuvre. Pour le convertir complètement à ton camp, ordonne sa torture en faisant glisser son icône sur une table de torture. Le prisonnier a 50% de chance d'être converti ; sinon, il meurt."
CAMPAIGN_HELP_TEXT "Bienvenue en mode campagne ! Le monde que tu vois ci-dessous est composé de cartes plus petites. Tu construiras ta base sur l'une d'elles. Il y a des tribus hostiles et amicales autour de toi. Tu dois conquérir tous les vilains marqués comme « principaux » pour gagner la partie. Tu peux voyager vers d'autres endroits en créant une équipe et en utilisant la commande de voyage.


Les tribus surlignées sont dans ta zone d'influence, ce qui signifie que tu peux actuellement interagir avec elles (commercer, recruter, attaquer ou être attaqué). Au fur et à mesure que tu conquiers plus d'ennemis, ta zone d'influence augmentera."
TUTORIAL_WELCOME "Bienvenue dans le tutoriel de KeeperRL !

Ensemble, nous construirons un petit donjon et rassemblerons une force militaire. Près de nous se trouve
un petit village habité en majorité par des innocents, que nous allons conquérir.

Cela devrait te mettre à jour sur le jeu !"
TUTORIAL_INTRO "Jetons un œil à ce qui apparaît sur la carte. Le petit magicien en robe rouge, c'est toi, le Gardien.

Souviens-toi que KeeperRL a une mort permanente, ce qui signifie que tu ne peux pas charger la partie après avoir échoué. Si ton Gardien meurt, la partie est finie, alors fais attention."
TUTORIAL_INTRO2 "Les quatre petites créatures sont tes diablotins. Ils sont là pour exécuter tes ordres. Essaie de passer le curseur de la souris sur d'autres éléments de la carte et regarde les indications dans le coin inférieur droit."
TUTORIAL_CUT_TREES "Les grandes choses commencent par de petits pas. Ta première tâche est de collecter du bois ! {1} Sélectionne l'ordre « Creuser ou abattre un arbre » et clique sur quelques arbres pour ordonner à tes diablotins de les abattre.

Quand tu auras fini, {2}."
TUTORIAL_CUT_TREES_CONTROLLER "Ouvre le menu de construction en utilisant le pavé tactile gauche. "
TUTORIAL_CUT_TREES_KEYBOARD ""
TUTORIAL_CUT_TREES_CONTROLLER2 "appuie sur la gâchette gauche ou sur [B] pour annuler l'ordre"
TUTORIAL_CUT_TREES_KEYBOARD2 "fais un clic droit avec la souris ou appuie sur Échap pour annuler l'ordre"
TUTORIAL_BUILD_STORAGE "Tu dois stocker le bois quelque part avant de pouvoir l'utiliser. Sélectionne le stockage de ressources et désigne-le en cliquant sur la carte. Si tu veux le supprimer, il suffit de recliquer.

Crée au moins une zone de stockage de 3×3."
TUTORIAL_CONTROLS1 "Il est temps d'apprendre quelques commandes ! Essaie de déplacer la carte en utilisant {1}.

Appuie sur {2} pour mettre en pause et reprendre le jeu. Tu peux continuer à donner des ordres et utiliser toutes les commandes pendant que le jeu est en pause."
TUTORIAL_CONTROLS1_CONTROLLER "le stick droit"
TUTORIAL_CONTROLS1_KEYBOARD "les touches fléchées ou en faisant un clic droit sur la carte et en faisant glisser"
TUTORIAL_CONTROLS1_CONTROLLER2 "Y"
TUTORIAL_CONTROLS1_KEYBOARD2 "espace"
TUTORIAL_CONTROLS2 "Essaie de zoomer et dézoomer sur la carte {1}."
TUTORIAL_CONTROLS2_CONTROLLER "en appuyant sur [X]"
TUTORIAL_CONTROLS2_KEYBOARD "en utilisant la touche 'z' ou la molette de la souris"
TUTORIAL_GET_200_WOOD "Abats plus d'arbres jusqu'à rassembler au moins 200 de bois."
TUTORIAL_DIG_ROOM "Il est temps de creuser la terre ! Creuse un tunnel et une pièce comme indiqué sur le surlignage jaune."
TUTORIAL_BUILD_DOOR "Construis une porte à l'entrée de ton donjon. Cela ralentira d'éventuels intrus, car ils devront la détruire avant de pouvoir entrer. Tes sbires peuvent traverser les portes librement, à moins que tu ne bloques une porte en cliquant dessus.

Essaie de verrouiller et déverrouiller ta nouvelle porte."
TUTORIAL_BUILD_LIBRARY "La première salle que tu dois construire est une bibliothèque. C'est là que le Gardien et les autres sbires apprendront des sorts et entraîneront leur attribut de dégâts de sort. Place 6 bibliothèques dans la nouvelle salle comme indiqué sur le surlignage. Souviens-toi que les bibliothèques et autres meubles bloquent le mouvement de tes sbires."
TUTORIAL_DIG_2_ROOMS "Creuse quelques salles supplémentaires. Si la bibliothèque bloque tes tunnels, utilise l'ordre 'supprimer la construction' pour l'enlever du chemin.

Change la vitesse du jeu {1} si cela prend trop de temps."
TUTORIAL_DIG_2_ROOMS_CONTROLLER "en utilisant les touches L4 et R4"
TUTORIAL_DIG_2_ROOMS_KEYBOARD "en utilisant les touches 1-4 ou en cliquant dans le coin inférieur gauche"
TUTORIAL_ACCEPT_IMMIGRANT "Ton donjon a attiré un guerrier gobelin. Avant que ton nouveau sbire ne te rejoigne, tu dois remplir quelques conditions. Passe le curseur sur l'icône de l'immigrant pour les voir. Quand tu es prêt, accepte l'immigrant d'un clic. Clique sur l'icône '?' immédiatement à gauche pour en savoir plus sur l'immigration."
TUTORIAL_TORCHES "Nous devons nous assurer que tes sbires aient de bonnes conditions de travail pour étudier et s'entraîner. Place quelques torches dans tes salles pour les éclairer. Passe le curseur sur les bibliothèques et les mannequins d'entraînement et regarde dans le coin inférieur droit pour vérifier s'ils ont assez de lumière."
TUTORIAL_FLOORS "Les sbires sont aussi plus efficaces s'il y a un bon sol là où ils travaillent. Pour l'instant, tu ne peux te permettre que des sols en bois, mais ils feront l'affaire.

Assure-toi d'avoir assez de bois !"
TUTORIAL_BUILD_WORKSHOP "Tes sbires auront besoin d'équipement, comme des armes, des armures et des consommables, pour être plus létaux au combat.

Construis au moins 2 établis d'atelier dans ton donjon. Il est préférable de creuser une salle dédiée pour eux. Tu auras aussi besoin d'une zone de stockage pour l'équipement. Place-la près de ton atelier."
TUTORIAL_SCHEDULE_WORKSHOP_ITEMS "Les armes sont la pièce d'équipement la plus importante, car désarmés tes sbires ont peu de chances contre un ennemi. Ouvre le menu de l'atelier en cliquant sur l'un de tes établis et programme la production d'un gourdin."
TUTORIAL_ORDER_CRAFTING "Pour que ton objet soit produit, ordonne à ton gobelin de s'occuper de la fabrication. Clique et fais-le glisser sur un établi d'atelier. Mettre le jeu en pause le rendra un peu plus facile. Assure-toi aussi d'avoir assez de bois.

Tu peux vérifier la progression de la production en cliquant sur l'atelier."
TUTORIAL_EQUIP_WEAPON "Tes sbires ramasseront automatiquement les armes et autres équipements dans l'entrepôt, mais tu peux aussi le contrôler manuellement. Clique sur ton gobelin et sur son emplacement d'arme pour lui assigner le gourdin qu'il vient de produire.

Tu lui ordonneras ainsi d'aller le chercher."
TUTORIAL_ACCEPT_MORE_IMMIGRANTS "Tu es prêt à augmenter ta force militaire. Trois guerriers gobelins supplémentaires devraient suffire.

Tu peux aussi inviter des artificiers gobelins, qui ne combattent pas, mais sont d'excellents artisans."
TUTORIAL_EQUIP_ALL_FIGHTERS "Fabrique des gourdins pour tous tes guerriers et équipe-les. Ils en auront bientôt besoin."
TUTORIAL_CREATE_TEAM "Ta petite armée est prête ! Forme une équipe en faisant glisser tes guerriers vers le bouton [new team]. Tu peux les faire glisser directement depuis la carte ou depuis le menu des sbires.

Crée une équipe de 4 guerriers gobelins."
TUTORIAL_CONTROL_TEAM "Il est temps de prendre le contrôle de ton équipe. Sélectionne l'équipe, choisis l'un de ses membres comme chef et clique sur [Control]."
TUTORIAL_CONTROL_MODE_MOVEMENT "Maintenant tu contrôles un sbire et le jeu est passé en mode tour par tour. Essaie de te déplacer en utilisant {1} ou en cliquant quelque part sur la carte. Tu peux déplacer la carte {2}.
